,주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치 우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급 접수시작일,특별공급 접수종료일,1순위 접수일 해당지역,1순위 접수일 경기지역,1순위 접수일 기타지역,2순위 접수일 해당지역,2순위 접수일 경기지역,2순위 접수일 기타지역,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명(시공사),문의처,사업주체명(시행사),입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구
649,2020001447,2020001447,더샵 지제역 센트럴파크2BL,1,APT,1,민영,0,분양주택,410,경기,18029,평택시,47,2021-01-28,2021-02,2021-02-10,,,2021-02-08,,2021-02-09,2021-02-10,,2021-02-10,2021-02-18,2021-03-02,2021-03-04,http://thesharp-jijecentralpark2.kr,(주)포스코건설,031-654-0377,지제센토피아지역주택2조합,202103,N,Y,N,N,N,N,N
650,2020001449,2020001449,의정부 고산 수자인 디에스티지 C1BL,1,APT,1,민영,0,분양주택,410,경기,11801,의정부시,240,2021-01-08,2021-01,2021-01-20,2021-01-18,2021-01-18,2021-01-19,2021-01-19,2021-01-19,2021-01-20,2021-01-20,2021-01-20,2021-01-28,2021-02-15,2021-02-21,http://www.sujain-gs.co.kr,보성산업(주),1668-2407,비에스아이시티피에프브이(주),202305,N,Y,Y,N,Y,Y,Y
651,2020001450,2020001450,의정부 고산 수자인 디에스티지 C3BL,1,APT,1,민영,0,분양주택,410,경기,11800,의정부시,1134,2021-01-08,2021-01,2021-01-20,2021-01-18,2021-01-18,2021-01-19,2021-01-19,2021-01-19,2021-01-20,2021-01-20,2021-01-20,2021-01-27,2021-02-15,2021-02-21,http://www.sujain-gs.co.kr,보성산업(주),1668-2407,비에스아이시티피에프브이(주),202305,N,Y,Y,N,Y,Y,Y
652,2020001451,2020001451,의정부 고산 수자인 디에스티지 C4BL,1,APT,1,민영,0,분양주택,410,경기,11801,의정부시,1033,2021-01-08,2021-01,2021-01-20,2021-01-18,2021-01-18,2021-01-19,2021-01-19,2021-01-19,2021-01-20,2021-01-20,2021-01-20,2021-01-26,2021-02-22,2021-02-28,http://www.sujain-gs.co.kr,(주)한양,1668-2407,(주)보성,202305,N,Y,Y,N,Y,Y,Y
653,2020001452,2020001452,구미IC 광신프로그레스,1,APT,1,민영,0,분양주택,712,경북,39235,구미시,265,2020-12-30,2021-01,2021-01-13,2021-01-11,2021-01-11,2021-01-12,,2021-01-12,2021-01-13,,2021-01-13,2021-01-19,2021-02-01,2021-02-03,http://gmic-gwangshin.com,(주) 광신종합건설,054-461-1020,원평주공아파트주택재건축정비사업조합,202212,N,N,N,N,N,N,N
654,2020001453,2020001453,다산 월드메르디앙 엔라체,1,APT,1,민영,0,분양주택,712,경북,40106,고령군,631,2021-02-08,2021-02,2021-02-22,2021-02-18,2021-02-18,2021-02-19,,2021-02-19,2021-02-22,,2021-02-22,2021-02-26,2021-03-09,2021-03-12,http://www.다산월드메르디앙.com,주식회사 우석건설,1644-9082,주식회사 더월드,202312,N,N,N,N,N,N,N
655,2020001454,2020001454,통영 더유엘윈썸,1,APT,1,민영,0,분양주택,621,경남,53023,통영시,130,2021-01-04,2021-01,2021-01-15,,,2021-01-14,,2021-01-14,2021-01-15,,2021-01-15,2021-01-21,2021-02-01,2021-02-03,http://www.theyuelwinsome.com,(주)신태양건설,055-645-9300,통영서희지역주택조합,202212,N,N,N,N,N,N,N
656,2020001457,2020001457,모티 더베스트빌,1,APT,1,민영,0,분양주택,600,부산,48781,동구,37,2021-01-07,2021-01,2021-01-21,2021-01-18,2021-01-18,2021-01-19,,2021-01-20,2021-01-21,,2021-01-21,2021-01-27,2021-02-08,2021-02-10,,주식회사 모티,051-441-0010,주식회사 모티,202102,N,Y,N,N,N,N,N
657,2020001461,2020001461,안락 스위첸,1,APT,1,민영,0,분양주택,600,부산,47890,동래구,220,2021-03-19,2021-03,2021-04-01,2021-03-29,2021-03-29,2021-03-30,,2021-03-31,2021-04-01,,2021-04-01,2021-04-08,2021-04-19,2021-04-21,http://allak.switzen.com,KCC건설,1566-7780,주식회사 에이치에스도시개발,202401,N,Y,N,N,N,N,N
658,2020001462,2020001462,운암동 한국아델리움57 에듀힐즈,1,APT,1,민영,0,분양주택,500,광주,61113,북구,86,2021-01-08,2021-01,2021-01-21,2021-01-18,2021-01-18,2021-01-19,,2021-01-20,2021-01-21,,2021-01-21,2021-01-27,2021-02-08,2021-02-10,http://unam-adelium57.com/,한국건설주식회사,062-710-9905,에이치케이레져주식회사,202307,N,Y,N,N,N,N,N
659,2020001463,2020001463,동서산영무예다음,1,APT,1,민영,0,분양주택,312,충남,31940,서산시,122,2021-01-15,2021-01,2021-01-27,,,2021-01-26,,2021-01-26,2021-01-27,,2021-01-27,2021-02-02,2021-02-15,2021-02-17,https://www.동서산영무예다음.com,(주)영무토건,041-663-0993,(주)무궁화신탁,202102,N,N,N,N,N,N,N
660,2020001464,2020001464,송도자이 크리스탈오션,1,APT,1,민영,0,분양주택,400,인천,22022,연수구,1503,2021-01-15,2021-01,2021-01-29,2021-01-27,2021-01-27,2021-01-28,,2021-01-28,2021-01-29,,2021-01-29,2021-02-04,2021-02-22,2021-03-05,http://songdo-xi.com,지에스건설(주),1644-6166,지에스건설(주),202406,Y,Y,N,N,N,Y,N
661,2021000001,2021000001,수성 더팰리스 푸르지오 더샵,1,APT,1,민영,0,분양주택,700,대구,42227,수성구,1055,2021-01-21,2021-02,2021-02-04,2021-02-01,2021-02-01,2021-02-02,,2021-02-03,2021-02-04,,2021-02-04,2021-02-10,2021-03-01,2021-03-05,https://www.prugio.com/house/2020/suseong,(주)대우건설,1800-2476,파동강촌2지구주택재건축정비사업조합,202310,Y,Y,N,Y,N,N,N
662,2021000004,2021000004,e편한세상 가평 퍼스트원,1,APT,1,민영,0,분양주택,410,경기,12416,가평군,472,2021-01-19,2021-01,2021-02-02,2021-01-29,2021-01-29,2021-02-01,,2021-02-01,2021-02-02,,2021-02-02,2021-02-08,2021-02-22,2021-02-24,https://www.elife.co.kr,디엘 주식회사,1522-7002,대한토지신탁(주),202308,N,N,N,N,N,N,N
663,2021000005,2021000005,증평 대성베르힐리오파크,1,APT,3,국민,0,분양주택,360,충북,27920,증평군,580,2021-01-18,2021-01,2021-02-01,2021-01-28,2021-01-28,2021-01-29,,2021-01-29,2021-02-01,,2021-02-01,2021-02-05,2021-02-17,2021-02-19,http://jp.verthill.com,대성베르힐건설,062-365-2106,대성건설(주),202102,N,N,N,N,N,N,N
664,2021000020,2021000020,목포 한양립스 더 포레,1,APT,1,민영,0,분양주택,513,전남,58607,목포시,194,2021-01-22,2021-02,2021-02-03,2021-02-01,2021-02-01,2021-02-02,,2021-02-02,2021-02-03,,2021-02-03,2021-02-10,2021-02-22,2021-02-24,http://www.목포한양립스.com,(주)한양건설,061-283-9944,석현도룡지역주택조합,202309,N,N,N,N,N,N,N
665,2021000021,2021000021,가평자이,1,APT,1,민영,0,분양주택,410,경기,12416,가평군,505,2021-01-22,2021-02,2021-02-03,2021-02-01,2021-02-01,2021-02-02,,2021-02-02,2021-02-03,,2021-02-03,2021-02-10,2021-02-22,2021-02-25,http://가평자이.kr,GS건설주식회사,031-581-2114,(주)서우도시개발,202308,N,N,N,N,N,N,N
666,2021000025,2021000025,세종 리첸시아 파밀리에 H2블록,1,APT,1,민영,0,분양주택,338,세종,30090,산울동,770,2021-01-22,2021-02,2021-02-03,2021-02-01,2021-02-01,2021-02-02,,2021-02-02,2021-02-03,,2021-02-03,2021-02-09,2021-02-22,2021-02-26,https://sejongkhapt.com/,금호산업(주),044-862-1567,금호산업(주),202401,Y,Y,Y,N,N,N,N
667,2021000026,2021000026,세종 리첸시아 파밀리에 H3블록,1,APT,1,민영,0,분양주택,338,세종,30090,산울동,580,2021-01-22,2021-02,2021-02-03,2021-02-01,2021-02-01,2021-02-02,,2021-02-02,2021-02-03,,2021-02-03,2021-02-09,2021-02-22,2021-02-26,https://sejongkhapt.com/,금호산업(주),044-862-1567,금호산업(주),202401,Y,Y,Y,N,N,N,N
668,2021000027,2021000027,대구역 SD아이프라임,1,APT,1,민영,0,분양주택,700,대구,41581,북구,80,2021-04-09,2021-04,2021-04-22,2021-04-19,2021-04-19,2021-04-20,,2021-04-21,2021-04-22,,2021-04-22,2021-04-28,2021-05-10,2021-05-12,https://sd-iprime.com/,주식회사 문화종합건설,053-759-9944,주식회사 에스디주택건설,202105,N,Y,N,N,N,N,N
669,2021000028,2021000028,대봉교역 금호어울림 에듀리버,1,APT,1,민영,0,분양주택,700,대구,42436,남구,270,2021-02-19,2021-03,2021-03-08,2021-03-03,2021-03-03,2021-03-04,,2021-03-05,2021-03-08,,2021-03-08,2021-03-12,2021-03-23,2021-03-25,https://www.dbgkhapt.com,금호산업 주식회사,053-431-9600,배나무골 주택재개발정비사업조합,202308,N,Y,N,Y,N,N,N
670,2021000029,2021000029,더샵 송도 마리나베이,1,APT,1,민영,0,분양주택,400,인천,22017,연수구,117,2021-02-09,2021-02,2021-02-23,2021-02-19,2021-02-19,2021-02-22,,2021-02-22,2021-02-23,,2021-02-23,2021-03-02,2021-03-15,2021-03-17,http://www.더샵송도마리나베이.com,(주)포스코건설,032-859-0190,센토피아송도랜드마크시티지역주택조합,202104,Y,Y,N,N,N,Y,N
671,2021000030,2021000030,순창 남양 휴튼,1,APT,1,민영,0,분양주택,560,전북,56047,순창군,378,2021-01-19,2021-01,2021-01-27,2021-01-25,2021-01-25,2021-01-26,,2021-01-26,2021-01-27,,2021-01-27,2021-02-02,2021-02-15,2021-02-17,http://www.sc-huton.com,남양건설(주),063-653-7770,(주)무궁화신탁,202301,N,N,N,N,N,N,N
672,2021000032,2021000032,양주 옥정 the1 파크빌리지,1,APT,1,민영,0,분양주택,410,경기,11470,양주시,930,2021-01-29,2021-02,2021-02-10,2021-02-08,2021-02-08,2021-02-09,2021-02-09,2021-02-09,2021-02-10,2021-02-10,2021-02-10,2021-02-18,2021-03-03,2021-03-09,http://yj-the1.co.kr,(주)라인건설,031-838-0132,(주)이지아산산업,202212,N,Y,Y,N,N,Y,N
673,2021000033,2021000033,e편한세상 영종국제도시 센텀베뉴,1,APT,1,민영,0,분양주택,400,인천,22406,중구,1409,2021-01-29,2021-02,2021-02-17,2021-02-15,2021-02-15,2021-02-16,,2021-02-16,2021-02-17,,2021-02-17,2021-02-23,2021-03-12,2021-03-21,https://www.elife.co.kr,DL이앤씨(주),1811-1409,(주)영종하늘도시2차주택위탁관리부동산투자회사,202303,N,Y,Y,N,N,Y,N
674,2021000034,2021000034,한화 포레나 수원장안,1,APT,1,민영,0,분양주택,410,경기,16206,수원시,1063,2021-02-08,2021-02,2021-02-23,2021-02-18,2021-02-18,2021-02-19,,2021-02-22,2021-02-23,,2021-02-23,2021-03-02,2021-03-15,2021-03-24,https://hanwha.forena.co.kr/suwon/,주식회사 한화건설,1644-5060,주식회사 에이치피앤디,202309,Y,Y,N,N,N,N,N
675,2021000037,2021000037,대림 퍼스트 앤빌,1,APT,1,민영,0,분양주택,360,충북,27303,충주시,96,2021-02-16,2021-02,2021-03-03,2021-02-26,2021-02-26,2021-03-02,,2021-03-02,2021-03-03,,2021-03-03,2021-03-09,2021-03-20,2021-03-22,https://yongsungmin.wixsite.com/website,주식회사 대림종합건설,043-845-2743,주식회사 대림종합건설,202104,N,N,N,N,N,N,N
676,2021000038,2021000038,심곡본동 한울에이치밸리움 디그니어스,1,APT,1,민영,0,분양주택,410,경기,14712,부천시,66,2021-02-16,2021-02,2021-03-04,2021-02-26,2021-02-26,2021-03-02,,2021-03-03,2021-03-04,,2021-03-04,2021-03-10,2021-03-22,2021-03-24,http://h밸리움.com,(주)에이치디한울종합건설,032-611-0110,에이치밸리움,202207,N,Y,N,N,N,N,N
677,2021000040,2021000040,순천 연향 송보파인빌,1,APT,3,국민,0,분양주택,513,전남,57991,순천시,228,2021-02-08,2021-02,2021-02-23,2021-02-18,2021-02-18,2021-02-19,,2021-02-22,2021-02-23,,2021-02-23,2021-03-02,2021-03-15,2021-03-17,,한빛건설산업(주),061-741-5911,주식회사 송보파인빌,202103,N,Y,N,N,N,N,N
678,2021000042,2021000042,아산 탕정 삼성트라팰리스,1,APT,1,민영,0,분양주택,312,충남,31455,아산시,124,2021-02-08,2021-02,2021-02-19,,,2021-02-18,,2021-02-18,2021-02-19,,2021-02-19,2021-02-25,2021-03-15,2021-03-19,,삼성물산(주),041-910-3301,삼성디스플레이(주),202103,N,N,Y,N,N,N,N
679,2021000043,2021000043,평택지제역자이,1,APT,1,민영,0,분양주택,410,경기,17823,평택시,1052,2021-07-23,2021-08,2021-08-06,2021-08-03,2021-08-03,2021-08-04,,2021-08-05,2021-08-06,,2021-08-06,2021-08-12,2021-08-23,2021-08-29,http://www.jije-xi.co.kr,지에스건설(주),1800-5944,교보자산신탁(주),202306,N,Y,N,N,N,N,N
680,2021000045,2021000045,더샵 오포센트리체,1,APT,1,민영,0,분양주택,410,경기,12790,광주시,1475,2021-02-08,2021-02,2021-02-23,2021-02-18,2021-02-18,2021-02-19,,2021-02-22,2021-02-23,,2021-02-23,2021-03-02,2021-03-18,2021-03-27,https://www.더샵오포센트리체.com/,(주)포스코건설,1661-0069,(주)포스코건설,202312,N,Y,N,N,N,N,N
681,2021000046,2021000046,김천더테라스휴,1,APT,1,민영,0,분양주택,712,경북,39504,김천시,176,2021-02-19,2021-03,2021-03-04,2021-03-02,2021-03-02,2021-03-03,,2021-03-03,2021-03-04,,2021-03-04,2021-03-10,2021-03-22,2021-03-24,http://www.terrace-hue.com,주식회사 효동종합건설,054-436-0888,신영부동산신탁 주식회사,202106,N,N,N,N,N,N,N
682,2021000047,2021000047,양평역 한라비발디 1단지,1,APT,1,민영,0,분양주택,410,경기,12546,산,750,2021-02-19,2021-03,2021-03-05,2021-03-03,2021-03-03,2021-03-04,,2021-03-04,2021-03-05,,2021-03-05,2021-03-11,2021-03-23,2021-03-27,http://halla-yangpyeong.co.kr,주식회사 한라,1877-4300,주식회사하나자산신탁,202309,N,N,N,N,N,N,N
683,2021000048,2021000048,양평역 한라비발디 2단지,1,APT,1,민영,0,분양주택,410,경기,12546,양평군,852,2021-02-19,2021-03,2021-03-05,2021-03-03,2021-03-03,2021-03-04,,2021-03-04,2021-03-05,,2021-03-05,2021-03-12,2021-03-23,2021-03-27,http://halla-yangpyeong.co.kr,주식회사 한라,1877-4300,주식회사하나자산신탁,202309,N,N,N,N,N,N,N
684,2021000049,2021000049,다사동의센트럴파크,1,APT,1,민영,0,분양주택,700,대구,42910,달성군,69,2021-03-03,2021-03,2021-03-17,,,2021-03-15,,2021-03-16,2021-03-17,,2021-03-17,2021-03-23,2021-04-03,2021-04-05,,(주)동의건설,,(주)동의건설,202104,N,Y,N,N,N,N,N
685,2021000056,2021000056,자양 하늘채 베르,1,APT,1,민영,0,분양주택,100,서울,5056,광진구,51,2021-02-18,2021-03,2021-03-05,2021-03-02,2021-03-02,2021-03-03,,2021-03-04,2021-03-05,,2021-03-05,2021-03-11,2021-03-22,2021-03-24,https://www.hanulche-vert.com/,코오롱글로벌(주),1811-9337,자양아파트재건축정비사업조합,202302,Y,Y,Y,Y,N,N,N
686,2021000057,2021000057,고덕강일 제일풍경채,1,APT,1,민영,0,분양주택,100,서울,5224,고덕강일,780,2021-02-18,2021-03,2021-03-05,2021-03-03,2021-03-03,2021-03-04,,2021-03-04,2021-03-05,,2021-03-05,2021-03-12,2021-03-27,2021-04-06,http://www.ki-jeil.co.kr,제일건설(주),023-431-9760,"(주)고덕강일1피에프브이,제일건설(주)",202401,Y,Y,Y,N,Y,Y,Y
687,2021000059,2021000059,김포마송택지지구 디에트르,1,APT,1,민영,0,분양주택,410,경기,10032,김포시,539,2021-02-19,2021-03,2021-03-04,2021-03-02,2021-03-02,2021-03-03,2021-03-03,2021-03-03,2021-03-04,2021-03-04,2021-03-04,2021-03-10,2021-03-22,2021-03-24,http://www.detre-ms.co.kr,대방건설 주식회사,1688-9200,디비산업개발 주식회사,202306,N,N,Y,N,N,Y,N
688,2021000060,2021000060,안산 중흥S-클래스 더퍼스트,1,APT,1,민영,0,분양주택,410,경기,15225,안산시,869,2021-02-18,2021-03,2021-03-05,2021-03-02,2021-03-02,2021-03-03,,2021-03-04,2021-03-05,,2021-03-05,2021-03-11,2021-03-22,2021-03-26,http://ansan-sclass.com/,중흥토건(주),031-410-1021,선부동3구역주택재건축정비사업조합,202401,Y,Y,N,Y,N,N,N
689,2021000061,2021000061,군산 한성필하우스,1,APT,3,국민,0,분양주택,560,전북,54005,군산시,537,2021-02-26,2021-03,2021-03-09,,,2021-03-08,,2021-03-08,2021-03-09,,2021-03-09,2021-03-15,2021-03-26,2021-03-30,http://www.feelhaus.co.kr/,한성건설(주),063-464-7551,한성건설(주),202104,N,N,N,N,N,N,N
690,2021000062,2021000062,더샵 센트로,1,APT,1,민영,0,분양주택,312,충남,31493,아산시,939,2021-03-11,2021-03,2021-03-24,2021-03-22,2021-03-22,2021-03-23,,2021-03-23,2021-03-24,,2021-03-24,2021-03-30,2021-04-12,2021-04-16,http://www.더샵센트로.kr,(주)포스코건설,1600-8112,(주)무궁화신탁,202310,N,N,N,N,N,N,N
691,2021000063,2021000063,디 엘본 S136,1,APT,1,민영,0,분양주택,621,경남,53017,통영시,136,2021-03-26,2021-04,2021-04-09,2021-04-07,2021-04-07,2021-04-08,,2021-04-08,2021-04-09,,2021-04-09,2021-04-16,2021-04-27,2021-04-29,http://www.deelbon-s136.co.kr,선원건설,055-642-3300,우리자산신탁주식회사,202311,N,N,N,N,N,N,N
692,2021000065,2021000065,청주 동남지구 B8블록 호반써밋 브룩사이드,1,APT,1,민영,0,분양주택,360,충북,28785,청주시,1215,2021-02-26,2021-03,2021-03-11,2021-03-08,2021-03-08,2021-03-09,,2021-03-10,2021-03-11,,2021-03-11,2021-03-17,2021-03-29,2021-04-01,http://hobansummit-cjdn.co.kr,(주)호반건설,1566-9172,(주)호반건설,202307,N,Y,Y,N,N,N,N
693,2021000066,2021000066,대전 한신더휴 리저브,1,APT,1,민영,0,분양주택,300,대전,34830,중구,418,2021-02-25,2021-03,2021-03-18,2021-03-15,2021-03-15,2021-03-16,,2021-03-17,2021-03-18,,2021-03-18,2021-03-24,2021-04-05,2021-04-09,http://www.dj-thehue.com/,한신공영(주),1644-4669,인본개발주식회사,202411,Y,Y,N,N,N,N,N
694,2021000068,2021000068,만강아파트,1,APT,1,민영,0,분양주택,410,경기,16465,수원시,48,2021-04-30,2021-05,2021-05-14,2021-05-11,2021-05-11,2021-05-12,,2021-05-13,2021-05-14,,2021-05-14,2021-05-21,2021-06-02,2021-06-04,https://blog.naver.com/wise4474,중앙건설 주식회사 ,031-295-3885,만강A.P.T(천상환),202106,Y,Y,N,N,N,N,N
695,2021000069,2021000069,e편한세상 거제 유로스카이,1,APT,1,민영,0,분양주택,621,경남,53335,거제시,1113,2021-04-19,2021-04,2021-05-03,2021-04-29,2021-04-29,2021-04-30,,2021-04-30,2021-05-03,,2021-05-03,2021-05-10,2021-05-21,2021-05-27,https://www.elife.co.kr,디엘이앤씨 주식회사,1833-2642,디엘이앤씨 주식회사,202311,N,N,N,N,N,N,N
696,2021000071,2021000071,힐스테이트 광천,1,APT,1,민영,0,분양주택,500,광주,61917,서구,305,2021-03-12,2021-03,2021-03-25,2021-03-22,2021-03-22,2021-03-23,,2021-03-24,2021-03-25,,2021-03-25,2021-03-31,2021-04-12,2021-04-15,http://www.hillstate-hec.co.kr/gwangcheon,현대엔지니어링(주),062-362-9996,대신자산신탁(주),202401,N,Y,N,N,N,N,N
697,2021000075,2021000075,힐스테이트 대명 센트럴,1,APT,1,민영,0,분양주택,700,대구,42448,남구,861,2021-02-26,2021-03,2021-03-11,2021-03-08,2021-03-08,2021-03-09,,2021-03-10,2021-03-11,,2021-03-11,2021-03-17,2021-03-29,2021-04-02,http://hillstate.co.kr/s/#dm_central,현대건설(주),053-657-1089,(주)세광알이택,202411,N,Y,N,N,N,N,N
698,2021000076,2021000076,충남내포신도시2차 대방 엘리움 더센트럴,1,APT,1,민영,0,분양주택,312,충남,32260,홍성군,831,2021-02-26,2021-03,2021-03-10,2021-03-08,2021-03-08,2021-03-09,,2021-03-09,2021-03-10,,2021-03-10,2021-03-16,2021-03-30,2021-04-01,http://elium-np2.co.kr/,대방산업개발,1688-8500,디아이개발 주식회사,202307,N,N,Y,N,N,N,N
699,2021000077,2021000077,홍천 금호어울림 더퍼스트,1,APT,1,민영,0,분양주택,200,강원,25121,홍천군,580,2021-03-03,2021-03,2021-03-12,2021-03-10,2021-03-10,2021-03-11,,2021-03-11,2021-03-12,,2021-03-12,2021-03-18,2021-03-30,2021-04-01,http://홍천금호어울림.com/,금호산업(주),1644-0301,한국자산신탁(주),202401,N,N,N,N,N,N,N
700,2021000081,2021000081,수성범물 일성 트루엘 레전드,1,APT,1,민영,0,분양주택,700,대구,42247,수성구,158,2021-03-04,2021-03,2021-03-18,2021-03-15,2021-03-15,2021-03-16,,2021-03-17,2021-03-18,,2021-03-18,2021-03-24,2021-04-05,2021-04-07,http://truel-beommul.co.kr,일성건설(주),053-761-3330,(주)하나자산신탁,202212,Y,Y,N,N,N,N,N
701,2021000082,2021000082,용인 양지 동문굿모닝힐 프레스티지 주상복합아파트,1,APT,1,민영,0,분양주택,410,경기,17158,용인시,175,2021-02-26,2021-03,2021-03-11,2021-03-09,2021-03-09,2021-03-10,,2021-03-10,2021-03-11,,2021-03-11,2021-03-17,2021-03-27,2021-03-30,http://www.yangji-dmapt.co.kr,동문건설 주식회사,1544-1991,대신자산신탁(주),202310,N,N,N,N,N,N,N
702,2021000084,2021000084,계룡자이,1,APT,1,민영,0,분양주택,312,충남,32836,계룡시,600,2021-03-05,2021-03,2021-03-17,2021-03-15,2021-03-15,2021-03-16,,2021-03-16,2021-03-17,,2021-03-17,2021-03-23,2021-04-05,2021-04-09,http://www.계룡자이.com/,지에스건설(주),042-721-4000,한가람이스탑(주),202307,N,N,Y,N,N,N,N
703,2021000087,2021000087,북수원자이 렉스비아,1,APT,1,민영,0,분양주택,410,경기,16336,수원시,1598,2021-03-19,2021-03,2021-04-01,2021-03-29,2021-03-29,2021-03-30,,2021-03-31,2021-04-01,,2021-04-01,2021-04-07,2021-04-19,2021-04-30,https://www.bs-xi.co.kr,지에스건설(주),1661-4386,111-1구역(정자지구) 주택재개발정비사업조합,202403,Y,Y,N,Y,N,N,N
704,2021000090,2021000090,화원 동화아이위시,1,APT,1,민영,0,분양주택,700,대구,42956,달성군,568,2021-03-03,2021-03,2021-03-18,2021-03-15,2021-03-15,2021-03-16,,2021-03-17,2021-03-18,,2021-03-18,2021-03-24,2021-04-05,2021-04-07,http://www.hw-iwish.com,"(주)동화건설, (주)동화주택",053-584-5600,"(주)동화건설,(주)동화주택",202410,N,Y,N,N,N,N,N
705,2021000092,2021000092,광주 산정 대광로제비앙,1,APT,1,민영,0,분양주택,500,광주,62338,광산구,213,2021-03-19,2021-03,2021-04-01,2021-03-29,2021-03-29,2021-03-30,,2021-03-31,2021-04-01,,2021-04-01,2021-04-08,2021-04-19,2021-04-21,http://산정대광로제비앙.com/,(주)대광건영,1522-3636,주식회사 디에이치개발,202310,N,Y,N,N,N,N,N
706,2021000095,2021000095,봉선로 르 오네뜨,1,APT,1,민영,0,분양주택,500,광주,61695,남구,70,2021-03-24,2021-04,2021-04-08,2021-04-05,2021-04-05,2021-04-06,,2021-04-07,2021-04-08,,2021-04-08,2021-04-14,2021-04-26,2021-04-28,https://르오네뜨.com,남해종합건설(주),062-385-4861,남해종합건설 주식회사,202301,N,Y,N,N,N,N,N
707,2021000097,2021000097,대구 안심뉴타운 B3블록 호반써밋 이스텔라,1,APT,1,민영,0,분양주택,700,대구,41125,도시개발구역,315,2021-03-04,2021-03,2021-03-18,2021-03-15,2021-03-15,2021-03-16,,2021-03-17,2021-03-18,,2021-03-18,2021-03-24,2021-04-05,2021-04-07,http://hobansummit-dgas.co.kr/,(주)호반산업,1566-4319,(주)호반산업,202301,N,Y,Y,N,N,N,N
708,2021000099,2021000099,이시아 팰리스,1,APT,1,민영,0,분양주택,700,대구,41026,동구,36,2021-03-19,2021-03,2021-04-01,2021-03-29,2021-03-29,2021-03-30,,2021-03-31,2021-04-01,,2021-04-01,2021-04-07,2021-04-19,2021-04-21,http://blog.naver.com/kjm7757,(주)디앤에이치 종합건설,053-982-9987,주식회사 부림개발,202104,N,Y,Y,N,N,N,N
709,2021000101,2021000101,수성 해모로 하이엔,1,APT,1,민영,0,분양주택,700,대구,42237,수성구,576,2021-04-16,2021-04,2021-04-29,2021-04-26,2021-04-26,2021-04-27,,2021-04-28,2021-04-29,,2021-04-29,2021-05-07,2021-05-18,2021-05-22,http://수성해모로.com/,(주)한진중공업 건설부문,053-752-0777,수성용두지구 주택재개발정비사업조합,202312,Y,Y,N,Y,N,N,N
710,2021000104,2021000104,삼척 센트럴 두산위브,1,APT,1,민영,0,분양주택,200,강원,25925,삼척시,736,2021-03-11,2021-03,2021-03-25,2021-03-23,2021-03-23,2021-03-24,,2021-03-24,2021-03-25,,2021-03-25,2021-03-31,2021-04-12,2021-04-14,http://www.weveapt.co.kr,두산건설 주식회사,033-572-8988,신영부동산신탁 주식회사,202402,N,N,N,N,N,N,N
711,2021000105,2021000105,오산 세교지구 Cd-1블록 호반써밋 라테라스,1,APT,1,민영,0,분양주택,410,경기,18110,오산시,208,2021-03-26,2021-04,2021-04-07,2021-04-05,2021-04-05,2021-04-06,2021-04-06,2021-04-06,2021-04-07,2021-04-07,2021-04-07,2021-04-14,2021-04-26,2021-04-29,http://www.hobansummit-sg.co.kr/,(주)호반건설,1566-4914,(주)호반호텔앤리조트,202304,N,Y,Y,N,N,Y,N
712,2021000106,2021000106,시티오씨엘 3단지,1,APT,1,민영,0,분양주택,400,인천,22194,미추홀구,977,2021-03-11,2021-03,2021-03-25,2021-03-22,2021-03-22,2021-03-23,,2021-03-24,2021-03-25,,2021-03-25,2021-03-31,2021-04-12,2021-04-20,http://www.cityociel3.com/,에이치디씨현대산업개발,032-831-1141,(주)디씨알이,202412,N,Y,N,N,N,N,N
713,2021000109,2021000109,e편한세상 울산역 어반스퀘어,1,APT,1,민영,0,분양주택,680,울산,44940,울주군,121,2021-03-12,2021-03,2021-03-24,2021-03-22,2021-03-22,2021-03-23,,2021-03-23,2021-03-24,,2021-03-24,2021-03-30,2021-04-12,2021-04-14,http://www.daelimcon-apt.co.kr,대림건설(주),052-264-5565,서울산지역주택조합,202208,N,N,N,N,N,N,N
714,2021000111,2021000111,선우H타운,1,APT,1,민영,0,분양주택,621,경남,50234,합천군,60,2021-04-15,2021-04,2021-04-27,,,2021-04-26,,2021-04-26,2021-04-27,,2021-04-27,2021-05-03,2021-05-14,2021-05-18,,선우건설(주),055-933-3514,코리아신탁(주),202105,N,N,N,N,N,N,N
715,2021000113,2021000113,양산 덕계 경동스마트홈,1,APT,3,국민,0,분양주택,621,경남,50538,양산시,107,2021-03-12,2021-03,2021-03-24,2021-03-22,2021-03-22,2021-03-23,,2021-03-23,2021-03-24,,2021-03-24,2021-03-30,2021-04-12,2021-04-14,http://www.kdsh.kr,(주)경동건설,055-386-1788,(주)경동산업,202105,N,N,N,N,N,N,N
